Brand:,Product name,Processor,Video graphics,Video graphics Memorey,RAM,Hard drive,Display,Display Resolution,Display Refresh Rate,Operating System,Keyboard,Battery,Webcam,Connections,Dimensions,Weight,Colors,Warranty,Price,Processor Generation,Processor Details,Product number,Power supply type,Laptop Color,Finger Print,SUPPORT SSD M2,Pointing device,Optical drive,Series :
Lenovo,IdeaPad Slim 3 15IRH10,Intel® Core i5-13420H,Integrated Intel® UHD Graphics,,8GB Soldered DDR5-4800 + 8GB SO-DIMM DDR5-4800,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,"15.3"" WUXGA IPS 300nits Anti-glare, 45% NTSC, 60Hz",1920x1200,60 Hz,DOS,"Non-backlit, Arabic",50Wh,HD 720p with Privacy Shutter,"2x USB-A (USB 5Gbps / USB 3.2 Gen 1) 1x USB-C® (USB 5Gbps / USB 3.2 Gen 1), with USB PD 3.0 and DisplayPort™ 1.2 1x HDMI® 1.4 1x Headphone / microphone combo jack (3.5mm) 1x SD card reader 1x Power connector",343.4 x 239.5 x 16.9-17.9 mm,1.59 kg,Cosmic Blue,1 Year,26199,13th generation,"8C (4P + 4E) / 12T, P-core 2.1 / 4.6GHz, E-core 1.5 / 3.4GHz, 12MB",83K100QPED,,,,,,,
Lenovo,Yoga 7 14AHP9,AMD Ryzen™ 5 8640HS,Integrated AMD Radeon™ 760M Graphics,,"8GB soldered memory, not upgradable",512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,"14"" WUXGA IPS 300nits Glossy / Anti-fingerprint, 45% NTSC, 60Hz, Dolby Vision®, TÜV Low Blue Light, Glass, Touch",1920x1200,60 Hz,Windows 11 Home,"Backlit, English (US)",71Wh,FHD 1080p + IR with Privacy Shutter,"1x USB-A (USB 5Gbps / USB 3.2 Gen 1), Always On 1x USB-C® (USB 10Gbps / USB 3.2 Gen 2), with USB PD 3.1 and DisplayPort™ 1.4a 1x USB-C® (USB4® 40Gbps), with USB PD 3.1 and DisplayPort™ 1.4a 1x HDMI® 2.1, up to 4K/60Hz 1x Headphone / microphone combo jack",317.72 x 222.13 x 16.64 mm,1.61 kg,Arctic Grey,1 Year,38888,,"6C / 12T, 3.5 / 4.9GHz, 6MB L2 / 16MB L3",83DK000DUS,,,,,,,
Lenovo,IdeaPad 5 14IRH9,Intel® Core i7-13620H,Intel® UHD Graphics,,"16GB soldered memory, not upgradable",512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,"14"" WUXGA OLED 400nits Glossy, 100% DCI-P3, 60Hz, TÜV Low Blue Light, Glass, Touch",1920x1200,60 Hz,Windows 11 Home,"Backlit, Arabic",57Wh,FHD 1080p with Privacy Shutter,"1x USB-A (USB 5Gbps / USB 3.2 Gen 1) 1x USB-A (USB 5Gbps / USB 3.2 Gen 1), Always On 2x USB-C® (USB 10Gbps / USB 3.2 Gen 2), with USB PD 3.1 and DisplayPort™ 1.4 1x HDMI® 1.4b 1x Headphone / microphone combo jack (3.5mm) 1x microSD card reader",313 x 227 x 17.5 mm,1.5 kg,Luna Grey,2 Years,37777,13th generation,"10C (6P + 4E) / 16T, P-core 2.4 / 4.9GHz, E-core 1.8 / 3.6GHz, 24MB",83KX0045ED,,,,,,,
Lenovo,IdeaPad Slim 3 15IRH10,Intel® Core i7-13620H,Intel® UHD Graphics,,8GB Soldered DDR5-4800 + 8GB SO-DIMM DDR5-4800,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,"15.3"" WUXGA IPS 300nits Anti-glare, 45% NTSC, 60Hz",1920x1200,60 Hz,DOS,"Non-backlit, Arabic",50Wh,HD 720p with Privacy Shutter,"2x USB-A (USB 5Gbps / USB 3.2 Gen 1) 1x USB-C® (USB 5Gbps / USB 3.2 Gen 1), with USB PD 3.0 and DisplayPort™ 1.2 1x HDMI® 1.4 1x Headphone / microphone combo jack (3.5mm) 1x SD card reader 1x Power connector",343.4 x 239.5 x 16.9-17.9 mm,1.59 kg,Luna Grey,1 Year,29999,13th generation,"10C (6P + 4E) / 16T, P-core 2.4 / 4.9GHz, E-core 1.8 / 3.6GHz, 24MB",83K100F0ED,,,,,,,
MSI,Modern 15 F13MG,Intel Core i5-1334U,Intel UHD Graphics,,8GB Ram,512GB SSD,"15.6"" FHD (1920x1080), IPS-Level",1920 x 1080,,DOS,Single Backlit Keyboard (White) with Copilot Key,46.8 Battery (Whr) 3-Cell,HD type (30fps@720p),3x Type-A USB3.2 Gen1 1x Micro SD Card Reader 1x HDMI™ (4K @ 30Hz) 1x Type-C (USB3.2 Gen2 / DisplayPort™/ Power Delivery 3.0),358.9 x 235.9 x 19.9 mm,1.7 kg,Urban Silver,1 year,19999,13th generation,,9S7-15S122-661,,,,,,,
Lenovo,IdeaPad 1 15ALC7,AMD Ryzen 7 5700U,Integrated AMD Radeon™ Graphics,,8GB Soldered DDR4-3200,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,"15.6"" FHD (1920x1080) IPS 250nits Anti-glare",1920 x 1080,,DOS,"Non-backlit, English (UK)",42Wh,HD 720p with Privacy Shutter,1x USB 2.0 1x USB 3.2 Gen 1 1x USB-C® 3.2 Gen 1 (support data transfer only) 1x HDMI® 1.4b 1x Headphone / microphone combo jack (3.5mm) 1x Card reader 1x Power connector,360.2 x 236 x 17.9 mm,1.61 kg,Cloud Grey,1 year,17999,,"(8C / 16T, 1.8 / 4.3GHz, 4MB L2 / 8MB L3)",82R400S6UE,,,,,,,
Lenovo,IdeaPad 5 14IRH9,Intel Core i5-13420H,Intel UHD Graphics,,16GB Soldered LPDDR5x-5200,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,"14"" WUXGA IPS 300nits Glossy, 45% NTSC, 60Hz, TÜV Low Blue Light, Glass, Touch",1920x1200,60 Hz,Windows 11 Home,"Backlit, Arabic",57Wh,FHD 1080p with Privacy Shutter,"1x USB-A (USB 5Gbps / USB 3.2 Gen 1) 1x USB-A (USB 5Gbps / USB 3.2 Gen 1), Always On 2x USB-C® (USB 10Gbps / USB 3.2 Gen 2), with USB PD 3.1 and DisplayPort™ 1.4 1x HDMI® 1.4b 1x Headphone / microphone combo jack (3.5mm) 1x microSD card reader",313 x 227 x 17.5 mm,1.6 kg,Luna Grey,1 Year,31999,13th generation,"8C (4P + 4E) / 12T, P-core 2.1 / 4.6GHz, E-core 1.5 / 3.4GHz, 12MB",83KX0044ED,,,,,,,
Lenovo,IdeaPad 3 15IAU7,Intel Core i5-1235U,Integrated Intel® Iris® Xe Graphics Functions as UHD Graphics,,8GB Soldered DDR4-3200,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,"15.6"" FHD (1920x1080) TN 250nits Anti-glare",1920x1080,,DOS,"Non-backlit, Arabic",38Wh,HD 720p with Privacy Shutter,"1x USB 2.0 1x USB 3.2 Gen 1 1x USB-C® 3.2 Gen 1 (support data transfer, Power Delivery and DisplayPort™ 1.2) 1x HDMI® 1.4b 1x Headphone / microphone combo jack (3.5mm) 1x Card reader 1x Power connector",359.2 x 236.5 x 19.9 mm,1.63 kg,Arctic Grey,2 years,18888,12th generation,"10C (2P + 8E) / 12T, P-core 1.3 / 4.4GHz, E-core 0.9 / 3.3GHz, 12MB",82RK01AKAD,,,,,,,
HP,15-fd0021nx,Intel® Core™ i3-1315U,Intel® UHD Graphics,,4 GB DDR4-3200 MT/s (1 x 4 GB),256GB PCIe® NVMe™ M.2 SSD,"15.6"" diagonal, FHD, IPS, micro-edge, anti-glare, 250 nits, 45% NTSC",1920 x 1080,,DOS,"Full-size, soft grey keyboard with numeric keypad","3-cell, 41 Wh Li-ion polymer",HP True Vision 720p HD camera with temporal noise reduction and integrated dual array digital microphones,1 USB Type-C® 5Gbps signaling rate (supports data transfer only and does not support charging or external monitors); 2 USB Type-A 5Gbps signaling rate; 1 AC smart pin; 1 HDMI 1.4b; 1 headphone/microphone combo,359 x 236 x 18.6 mm,1.59 kg,silver,1 Year,15999,13th generation,"up to 4.5 GHz with Intel® Turbo Boost Technology, 10 MB L3 cache, 6 cores, 8 threads",8F4T4EA,,,,,,,
Lenovo,Lenovo IdeaPad Slim 3 15IRH10,Intel® Core i7-13620H,Integrated Intel® UHD Graphics,,8GB Soldered DDR5-4800 + 8GB SO-DIMM DDR5-4800,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,"15.3"" WUXGA IPS 300nits Anti-glare, 45% NTSC, 60Hz",1920x1200,60 Hz,DOS,"Non-backlit, Arabic",50Wh,,"2x USB-A (USB 5Gbps / USB 3.2 Gen 1) 1x USB-C® (USB 5Gbps / USB 3.2 Gen 1), with USB PD 3.0 and DisplayPort™ 1.2 1x HDMI® 1.4 1x Headphone / microphone combo jack (3.5mm) 1x SD card reader 1x Power connector",343.4 x 239.5 x 16.9-17.9 mm,1.59 kg,Luna Grey,2 Years,28888,13th generation,"10C (6P + 4E) / 16T, P-core 2.4 / 4.9GHz, E-core 1.8 / 3.6GHz, 24MB",83K100F0ED,,,,,,,
Acer,Aspire 3 A315-44P-R4GH,AMD Ryzen 7 5700U,AMD Radeon Graphics,,8GB DDR4,512 GB M.2 PCIe NVMe,"15.6"" Inch FHD Aspect Ratio 16:9 45% NTSC Color Gamut",1920 x 1080,60 Hz,DOS,,,,HDMI Yes  Number of HDMI Outputs 1  DisplayPort No  Number of USB 3.2 Gen 1 Type-A Ports 3  Number of USB 3.2 Gen 1 Type-C Ports 1  Total Number of USB Ports 4  Network (RJ-45) Yes,,1.78 kg,Silver,2 Years,16777,,,NX.KSJEM.004,,,,,,,
Lenovo,Lenovo IdeaPad Slim 3 15IRH10,Intel Core i5-13420H,Integrated Intel UHD Graphics,,16 GB 8GB Soldered DDR5-4800 + 8GB SO-DIMM DDR5-4800,512GB SSD M.2 2242 PCIe 4.0x4 NVMe,"15.3"" WUXGA (1920x1200) IPS 300nits Anti-glare, 45% NTSC",1920x1200,60 Hz,Windows 11 Home,"Non-backlit, Arabic",50Wh,HD 720p with Privacy Shutter,"2x USB-A (USB 5Gbps / USB 3.2 Gen 1) 1x USB-C® (USB 5Gbps / USB 3.2 Gen 1), with USB PD 3.0 and DisplayPort™ 1.2 1x HDMI® 1.4 1x Headphone / microphone combo jack (3.5mm) 1x SD card reader 1x Power connector",343.4 x 239.5 x 16.9-17.9 mm,1.59 kg,Luna Grey,2 year,25999,13th generation,"8C (4P + 4E) / 12T, P-core 2.1 / 4.6GHz, E-core 1.5 / 3.4GHz, 12MB",83K100FMED,65W Round Tip (3-pin),,,,,,
HP,OmniBook 5 Flip 14-FP0013DX,Intel Core 5 120U,Intel Graphics,,8 GB LPDDR5-5200 MT/s (onboard),512 GB PCIe® Gen4 NVMe™ M.2 SSD,"14"" diagonal 2K touch display",,,Windows® 11 Home,"Full-size, backlit, glacier silver keyboard","4-cell, 68 Wh Li-ion polymer",,"1 USB Type-A 10Gbps signaling rate; 1 USB Type-A 5Gbps signaling rate; 1 HDMI-out 2.1; 2 USB Type-C® 10Gbps signaling rate (USB Power Delivery 3.1, DisplayPort™ 1.4a, HP Sleep and Charge)",312 x 219 x 18.54 mm,1.62 kg,Glacier silver,1 year,32999,,"up to 5.0 GHz with Intel® Turbo Boost Technology, 12 MB L3 cache, 10 cores, 12 threads",B5UJ3UA,,,,,,,
HP,OmniBook 5 Flip 14-FP0023DX,Intel Core 7 150U,Intel Graphics,,16 GB LPDDR5-5200 MT/s (onboard),512 GB PCIe® Gen4 NVMe™ M.2 SSD,"14"" diagonal 2K touch display",,,Windows® 11 Home,"Full-size, backlit, glacier silver keyboard","4-cell, 68 Wh Li-ion polymer",,"1 USB Type-A 10Gbps signaling rate; 1 USB Type-A 5Gbps signaling rate; 1 HDMI-out 2.1; 2 USB Type-C® 10Gbps signaling rate (USB Power Delivery 3.1, DisplayPort™ 1.4a, HP Sleep and Charge)",312 x 219 x 18.54 mm,1.62 kg,Glacier silver,1 year,42999,,"up to 5.4 GHz with Intel® Turbo Boost Technology, 12 MB L3 cache, 10 cores, 12 threads",B86Q7UA,,,,,,,
ASUS,Vivobook 16 X1607QA-MB054W,Snapdragon X X1 26 100,Qualcomm Adreno GPU,,16GB LPDDR5X on board,1TB M.2 NVMe™ PCIe® 4.0 SSD,"16.0-inch, WUXGA 16:10 aspect ratio, IPS-level Panel, LED Backlit, 60Hz refresh rate, 300nits, 45% NTSC color gamut, Anti-glare display, (Screen-to-body ratio)89%",1920 x 1200,60 Hz,Windows® 11 Home,"Backlit Chiclet Keyboard with Num-key, 1.7mm Key-travel, Precision touchpad, With Copilot key","50WHrs, 3S1P, 3-cell Li-ion",FHD camera with IR function to support Windows Hello With privacy shutter,2x USB 3.2 Gen 1 Type-A (data speed up to 5Gbps) 2x USB 4.0 Gen 3 Type-C with support for display / power delivery (data speed up to 40Gbps) 1x HDMI 2.1 TMDS 1x 3.5mm Combo Audio Jack,357 x 250.6 x 17.9 ~ 19.9 mm,1.88 kg,Cool Silver,1 year,36999,,"(30MB Cache, up to 2.97GHz, 8 cores, 8 Threads); Qualcomm® Hexagon™ NPU up to 45TOPS",90NB15Z2-M003U0,,,,,,,
ASUS,Vivobook S15 S5507QA-MA037W,Snapdragon X Plus X1P 42 100,Qualcomm Adreno GPU,,16GB LPDDR5X on board,512GB M.2 NVMe™ PCIe® 4.0 SSD,"15.6-inch, 3K OLED 16:9 aspect ratio, 0.2ms response time, 600nits HDR peak brightness, 100% DCI-P3 color gamut, 1,000,000:1, VESA CERTIFIED Display HDR True Black 600, 1.07 billion colors, Glossy display, 70% less harmful blue light, TÜV Rheinland-certif",2880 x 1620,120 Hz,Windows® 11 Home,"Backlit Chiclet Keyboard 1-Zone RGB with Num-key, 1.7mm Key-travel, Precision touchpad, With Copilot key","70WHrs, 3S1P, 3-cell Li-ion",FHD camera with IR function to support Windows Hello With privacy shutter,2x USB 3.2 Gen 1 Type-A (data speed up to 5Gbps) 2x USB 4.0 Gen 3 Type-C with support for display / power delivery (data speed up to 40Gbps) 1x HDMI 2.1 TMDS 1x 3.5mm Combo Audio Jack Micro SD card reader,352.6 x 226.9 x 14.7 ~ 15.9 mm,1.42 kg,Cool Silver,1 year,50999,,"30MB Cache, up to 3.2GHz, 8 cores, 8 Threads); Qualcomm® Hexagon™ NPU up to 45TOPS",90NB14Q2-M00BV0,,,,,,,
ASUS,Vivobook S14 M5406UA-QD055W,AMD Ryzen 9 8945HS,AMD Radeon Graphics,,16GB LPDDR5X on board,512GB M.2 NVMe™ PCIe® 4.0 SSD,"14.0-inch, WUXGA 16:10 aspect ratio, 60Hz refresh rate, 400nits, 600nits HDR peak brightness, 60% NTSC color gamut, 1,000,000:1, VESA CERTIFIED Display HDR True Black 600, 1.07 billion colors, PANTONE Validated, Glossy display, 65% less harmful blue light",1920 x 1200,60 Hz,Windows® 11 Home,"Backlit Chiclet Keyboard 1-Zone RGB without Num-key, 1.7mm Key-travel, Precision touchpad,","75WHrs, 4S1P, 4-cell Li-ion",FHD camera with IR function to support Windows Hello With privacy shutter,1x USB 3.2 Gen 1 Type-C with support for display / power delivery (data speed up to 5Gbps) 1x USB 4.0 Gen 3 Type-C with support for display / power delivery (data speed up to 40Gbps) 2x USB 3.2 Gen 1 Type-A (data speed up to 5Gbps) 1x HDMI 2.1 TMDS 1x 3.5,310.5 x 221.9 x 13.9 ~ 15.9 mm,1.30 kg,Cool Silver,1 year,53777,,"4GHz (24MB Cache, up to 5.2 GHz, 8 cores, 16 Threads); AMD XDNA™ NPU up to 16TOPS",90NB1461-M002Z0,,,,,,,
Lenovo,V15 G4 IRU,Intel Core i5-13420H,Intel UHD Graphics,,8GB Soldered DDR4-3200,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,"15.6"" FHD TN 250nits Anti-glare, 45% NTSC",1920 x 1080,,DOS,"Non-backlit, English",38Wh,HD 720p with Privacy Shutter,"1x USB 2.0 1x USB 3.2 Gen 1 1x USB-C® 3.2 Gen 1 (support data transfer, Power Delivery (20V only) and DisplayPort™ 1.2) 1x HDMI® 1.4b 1x Headphone / microphone combo jack (3.5mm) 1x Ethernet (RJ-45) 1x Power connector",359.2 x 235.8 x 19.9 mm,1.65 kg,Iron Grey,1 year,23999,13th generation,"8C (4P + 4E) / 12T, P-core 2.1 / 4.6GHz, E-core 1.5 / 3.4GHz, 12MB",83CC0059IN,,,,,,,
Lenovo,IdeaPad Slim 3 15IRH8,Intel® Core™ i7-13620H,Intel® UHD Graphics,,16GB Soldered,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,"15.6"" FHD IPS 300nits Anti-glare",1920x1080,,DOS,"Non-backlit, Arabic",Integrated 47Wh,FHD 1080p with Privacy Shutter,"2x USB 3.2 Gen 1 1x USB-C® 3.2 Gen 1 (support data transfer, Power Delivery and DisplayPort™ 1.2) 1x HDMI® 1.4 1x Headphone / microphone combo jack (3.5mm) 1x Card reader 1x Power connector",359.3 x 235 x 17.9 mm,1.62 kg,Arctic Grey,2 Years,29999,13th generation,"10C (6P + 4E) / 16T, P-core 2.4 / 4.9GHz, E-core 1.8 / 3.6GHz, 24MB",,,,,,,,
ASUS,Zenbook DUO UX8406CA-PZ062W,Intel Core Ultra 7 255H,Intel Arc Graphics,,32GB LPDDR5X on board,1TB M.2 NVMe™ PCIe® 4.0 SSD,"14.0-inch, 3K (2880 x 1800) OLED 16:10 aspect ratio, 0.2ms response time, 120Hz refresh rate, 400nits, 500nits HDR peak brightness, 100% DCI-P3 color gamut, 1,000,000:1, VESA CERTIFIED Display HDR True Black 500, 1.07 billion colors, PANTONE Validated, Gl",2880 x 1800,120 Hz,Windows® 11 Home,"Soft Keyboard, 1.4mm Key-travel, Precision touchpad","75WHrs, 4S1P, 4-cell Li-ion",FHD camera with IR function to support Windows Hello,1x USB 3.2 Gen 1 Type-A (data speed up to 5Gbps) 2x Thunderbolt™ 4 with support for display / power delivery (data speed up to 40Gbps) 1x HDMI 2.1 TMDS 1x 3.5mm Combo Audio Jack,313.5 x 217.9 x 14.6 ~ 19.9 mm,1.65 kg,Inkwell Gray,1 year,89999,,"2.0 GHz (24MB Cache, up to 5.1 GHz, 16 cores, 16 Threads); Intel® AI Boost NPU up to 13TOPS",90NB14X1-M00AA0,,,,,,,
ASUS,ProArt P16 H7606WI-ME139W,AMD Ryzen™ AI 9 HX 370,NVIDIA® GeForce RTX™ 4070,8GB GDDR6,64GB LPDDR5X on board,2TB M.2 NVMe™ PCIe® 4.0 SSD,"16.0-inch, 4K OLED 16:10 aspect ratio, 0.2ms response time, 60Hz refresh rate, 400nits, 500nits HDR peak brightness, 100% DCI-P3 color gamut, 1,000,000:1, VESA CERTIFIED Display HDR True Black 500, 1.07 billion colors, PANTONE Validated, Glossy display, 7",3840 x 2400,60 Hz,Windows11 Home,Backlit Chiclet Keyboard,"90WHrs, 4S1P, 4-cell Li-ion",FHD camera with IR function to support Windows Hello,1x USB 3.2 Gen 2 Type-C with support for display / power delivery (data speed up to 10Gbps) 1x USB 4.0 Gen 3 Type-C with support for display / power delivery (data speed up to 40Gbps) 2x USB 3.2 Gen 2 Type-A (data speed up to 10Gbps) 1x HDMI 2.1 FRL 1x 3,354.9 x 246.9 x 14.9 x 17.3 mm,1.85 kg,Nano Black,1 Year,136666,,"36MB Cache, up to 5.1GHz, 12 cores, 24 Threads); AMD XDNA™ NPU up to 50TOPS",90NB1421-M00AB0,,,,,,,
Dell,Vostro 15 3530,Intel Core i5-1334U,Intel UHD Graphics,,"8GB, 8GBx1, DDR4, 2666MHz",512GB M.2 PCIe NVMe Solid State Drive,15.6 inch FHD 120Hz 250 nits WVA Anti-Glare LED Backlit Narrow Border Display,1920 x 1080,120 Hz,DOS,Internal Arabic Qwerty Non Backlit Keyboard,"4-Cell Battery, 54WHr (Integrated)",,1 USB 3.2 Gen 1 port 1 USB 2.0 port 1 USB 3.2 Gen 1 Type-C® port 1 Universal audio port 1 HDMI 1.4 port 1 RJ45 Ethernet port 1 Power-adapter port,358.50 x 235.56 x 16.96 mm,1.66 kg,Carbon Black,1 Year,21499,13th generation,,,,,,,,,
Dell,inspiron 14 7440,Intel Core 7 150U,Intel® Graphics,,16GB DDR5-5200,1TB SSD,"14"", Touch, FHD+ 1920x1200, 60Hz, WVA, IPS, 250 nit, ComfortView",1920 x 1200,60 Hz,Windows 11 Home,,"4 Cell, 64 Wh, integrated",,2 USB Type-C® 3.2 Gen 2 (10 Gbps) with Power Delivery and DisplayPort™ 1.4 ports 2 USB 3.2 Gen 1 Type-A ports 1 Universal audio port 1 HDMI 1.4 port,314.00 x 226.15 x 15.97 mm,1.75 kg,Ice Blue,1 Year,44444,,"10 cores, up to 5.4 GHz",,,,,,,,
ASUS,Asus Zenbook S16,AMD Ryzen™ AI 9 HX 370,AMD Radeon™ 890M Graphics,,32GB LPDDR5X,2TB M.2 NVMe™ PCIe® 4.0 SSD,"16.0-inch, 3K (2880 x 1800) OLED 16:10 aspect ratio, 0.2ms response time, 120Hz refresh rate, 400nits, 500nits HDR peak brightness, 100% DCI-P3 color gamut, 1,000,000:1, VESA CERTIFIED Display HDR True Black 500, 1.07 billion colors, PANTONE Validated, Gl",2880 x 1800,120 Hz,Windows11 Home,Backlit Chiclet Keyboard,"78WHrs, 2S2P, 4-cell Li-ion",FHD camera with IR function to support Windows Hello,1x USB 3.2 Gen 2 Type-A (data speed up to 10Gbps) 2x USB 4.0 Gen 3 Type-C with support for display / power delivery (data speed up to 40Gbps) 1x HDMI 2.1 TMDS 1x 3.5mm Combo Audio Jack SD 4.0 card reader,353.6 x 243 x 11.9 mm,1.50 kg,Scandinavian White,1 Year,95999,,"2.0GHz (36MB Cache, up to 5.1GHz, 12 cores, 24 Threads); AMD XDNA™ NPU up to 50TOPS",UM5606WA-RJ263W,,,,,,,
ASUS,UX8406CA-OLED009WS,Intel Core Ultra 9 285H,Intel Arc Graphics,,32GB LPDDR5X on board,2TB M.2 NVMe™ PCIe® 4.0 SSD,"14.0-inch, 3K (2880 x 1800) OLED 16:10 aspect ratio, 0.2ms response time, 120Hz refresh rate, 400nits, 500nits HDR peak brightness, 100% DCI-P3 color gamut, 1,000,000:1, VESA CERTIFIED Display HDR True Black 500, 1.07 billion colors, PANTONE Validated, Gl",2880 x 1800,120 Hz,Windows11 Home,"Soft Keyboard, 1.4mm Key-travel, Precision touchpad","75WHrs, 4S1P, 4-cell Li-ion",FHD camera with IR function to support Windows Hello,1x USB 3.2 Gen 1 Type-A (data speed up to 5Gbps) 2x Thunderbolt™ 4 with support for display / power delivery (data speed up to 40Gbps) 1x HDMI 2.1 TMDS 1x 3.5mm Combo Audio Jack,313.5 x 217.9 x 14.6 mm,1.65 kg,Inkwell Gray,1 Year,109000,,"285H 2.9 GHz (24MB Cache, up to 5.4 GHz, 16 cores, 16 Threads); Intel® AI Boost NPU up to 13TOPS",90NB14X1-M009L0,,,,,,,
Dell,Vostro 3530,Intel Core i7-1355U,Intel UHD Graphics,,"8GB, 8GBx1, DDR4, 2666MHz",512GB M.2 PCIe NVMe Solid State Drive,15.6 inch FHD (1920 x 1080) 120Hz 250 nits WVA Anti-Glare LED Backlit Narrow Border Display,1920 x 1080,120 Hz,DOS,Internal Arabic Qwerty Non Backlit Keyboard,"4-Cell Battery, 54WHr (Integrated)",,1 USB 3.2 Gen 1 port 1 USB 2.0 port 1 USB 3.2 Gen 1 Type-C® port 1 Universal audio port 1 HDMI 1.4 port 1 RJ45 Ethernet port 1 Power-adapter port,358.50 x 235.56 x 16.96 mm,1.66 kg,Carbon Black,1 Year,25499,13th generation,"12 MB cache, 10 cores, 12 threads, up to 5.00 GHz",,,,,,,,
Dell,inspiron 14 7440,Intel Core 5 120U,Intel Graphics,,"8 GB 1 x 8 GB, DDR5, 5200 MT/s",512GB M.2 PCIe NVMe Solid State Drive,"14"", Touch, FHD+ 1920x1200, 60Hz, WVA, IPS, 250 nit, ComfortView",1920 x 1200,60 Hz,Windows 11 Home,,"4 Cell, 54 Wh, integrated",,2 USB Type-C® 3.2 Gen 2 (10 Gbps) with Power Delivery and DisplayPort™ 1.4 ports 2 USB 3.2 Gen 1 Type-A ports 1 Universal audio port 1 HDMI 1.4 port,314.00 x 226.15 x 15.97 mm,1.75 kg,Ice Blue,1 Year,33999,,"12 MB cache, 10 cores, 12 threads, up to 5.00 GHz Turbo",,,,,,,,
HP,15-fd0362nia,Intel Core i5-1334U,Nvidia GeForce MX570 A,2 GB GDDR6,8 GB DDR4,512 GB PCIe® NVMe™ M.2 SSD,"15.6"" diagonal, FHD , micro-edge, anti-glare, 250 nits, 45% NTSC",1920 x 1080,,DOS,"Full-size, backlit, soft grey keyboard with numeric keypad","3-cell, 41 Wh Li-ion polymer",HP True Vision 720p HD camera with temporal noise reduction and integrated dual array digital microphones,1 USB Type-C® 5Gbps signaling rate (supports data transfer only and does not support charging or external monitors); 2 USB Type-A 5Gbps signaling rate; 1 AC smart pin; 1 HDMI 1.4b; 1 headphone/microphone combo,359.8 x 236 x18.6 mm,1.59 kg,Natural silver,1 Year,24499,13th generation,"(up to 4.6 GHz with Intel® Turbo Boost Technology, 12 MB L3 cache, 10 cores, 12 threads) 1",9Q4N3EA,,,,,,,
Dell,Vostro 3515,AMD Ryzen 5 3450U,AMD Radeon Vega 8 Graphics,,"8GB, 1x8GB, DDR4, 2400MHz",256GB M.2 PCIe NVMe Solid State Drive,15.6-inch FHD (1920 x 1080) Anti-glare LED Backlight Non-Touch Narrow Border WVA Display,1920 X 1080,,DOS,Arabic Non Backlit Keyboard,"3-Cell Battery, 41WHr (Integrated)",,,358.5 x 235.56 x 18.9 mm,1.70 kg,Carbon Black,1 year,17777,,4 Core 8 Thread Base 2.1GHz Up To 3.5GHz,,,,,,,,
Lenovo,IdeaPad Slim 3 15IRH8,Intel® Core™ i5-13420H,Integrated Intel® UHD Graphics,,8GB soldered memory,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,"15.6"" FHD IPS 300nits Anti-glare",1920x1080,,DOS,"Backlit, Arabic",Integrated 47Wh,FHD 1080p with Privacy Shutter,"2x USB 3.2 Gen 1 1x USB-C® 3.2 Gen 1 (support data transfer, Power Delivery and DisplayPort™ 1.2) 1x HDMI® 1.4 1x Headphone / microphone combo jack (3.5mm) 1x Card reader 1x Power connector",359.3 x 235 x 17.9 mm,1.62 kg,Arctic Grey,1 Year,20999,13th generation,"8C (4P + 4E) / 12T, P-core 2.1 / 4.6GHz, E-core 1.5 / 3.4GHz, 12MB",83EM00J2SA,,,,,,,
Lenovo,IdeaPad Slim 3 15IRH8,Intel® Core™ i5-13420H,Intel® UHD Graphics,,8GB Soldered DDR5-4800 + 8GB SO-DIMM DDR5-4800,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,"15.6"" FHD  TN 250nits Anti-glare",1920x1080,,DOS,"Non-backlit, Arabic",Integrated 47Wh,HD 720p with Privacy Shutter,"2x USB 3.2 Gen 1 1x USB-C® 3.2 Gen 1 (support data transfer, Power Delivery and DisplayPort™ 1.2) 1x HDMI® 1.4 1x Headphone / microphone combo jack (3.5mm) 1x Card reader 1x Power connector",359.3 x 235 x 17.9 mm,1.62 kg,Arctic Grey,2 Years,25499,13th generation,"8C (4P + 4E) / 12T, P-core 2.1 / 4.6GHz, E-core 1.5 / 3.4GHz, 12MB",83EM00D5ED,,,,,,,
